"","tl","delta","prob_R0_above1"
"359",15,4,0.996710526315789
"360",15,5,1
"361",15,6,0.997641509433962
"362",15,7,1
"363",15,8,1
"364",15,9,1
"365",15,10,1
"366",15,11,1
"367",15,12,1
"368",15,13,1
"369",15,14,1
"370",15,15,1
"371",16,-12,0
"372",16,-11,0
"373",16,-10,0
"374",16,-9,0
"375",16,-8,0.0158730158730159
"376",16,-7,0.031055900621118
"377",16,-6,0.0491329479768786
"378",16,-5,0.0707831325301205
"379",16,-4,0.0992555831265509
"380",16,-3,0.13647767185148
"381",16,-2,0.20554272517321
"382",16,-1,0.303967720242098
"383",16,0,0.470119521912351
"384",16,1,0.77645727221279
"385",16,2,0.936363636363636
"386",16,3,0.980672268907563
"387",16,4,0.998945147679325
"388",16,5,0.997226074895978
"389",16,6,1
"390",16,7,1
"391",16,8,1
"392",16,9,1
"393",16,10,1
"394",16,11,1
"395",16,12,1
"396",16,13,1
"397",16,14,1
"398",16,15,1
"399",16,16,1
"400",16,17,1
"401",17,-13,0
"402",17,-12,0
"403",17,-11,0
"404",17,-10,0
"405",17,-9,0
"406",17,-8,0.0289855072463768
"407",17,-7,0.0409356725146199
"408",17,-6,0.0566037735849057
"409",17,-5,0.0684931506849315
"410",17,-4,0.0755767700875099
"411",17,-3,0.116459627329193
"412",17,-2,0.191448382126348
"413",17,-1,0.278084079944866
"414",17,0,0.464240903387704
"415",17,1,0.777066356228172
"416",17,2,0.953981008035062
"417",17,3,0.986644407345576
"418",17,4,0.995889003083248
"419",17,5,1
"420",17,6,1
"421",17,7,1
"422",17,8,1
"423",17,9,1
"424",17,10,1
"425",17,11,1
"426",17,12,1
"427",17,13,1
"428",17,14,1
"429",17,15,1
"430",17,16,1
"431",17,17,1
"432",17,18,1
"433",17,23,1
"434",18,-13,0
"435",18,-12,0
"436",18,-11,0
"437",18,-10,0.0833333333333333
"438",18,-9,0.0606060606060606
"439",18,-8,0
"440",18,-7,0.0265957446808511
"441",18,-6,0.0403458213256484
"442",18,-5,0.0580736543909348
"443",18,-4,0.0724165988608625
"444",18,-3,0.114285714285714
"445",18,-2,0.170179547228728
"446",18,-1,0.263404102195034
"447",18,0,0.456401531263292
"448",18,1,0.79973474801061
"449",18,2,0.951524628616106
"450",18,3,0.990204081632653
"451",18,4,0.998039215686275
"452",18,5,1
"453",18,6,1
"454",18,7,1
"455",18,8,1
"456",18,9,1
"457",18,10,1
"458",18,11,1
"459",18,12,1
"460",18,13,1
"461",18,14,1
"462",18,15,1
"463",18,16,1
"464",18,17,1
"465",18,20,1
"466",18,22,1
"467",19,-13,0
"468",19,-12,0
"469",19,-11,0
"470",19,-10,0
"471",19,-9,0
"472",19,-8,0.0166666666666667
"473",19,-7,0.0376344086021505
"474",19,-6,0.0328767123287671
"475",19,-5,0.0507757404795487
"476",19,-4,0.0686591276252019
"477",19,-3,0.0945877592311583
"478",19,-2,0.157604412923562
"479",19,-1,0.241754122938531
"480",19,0,0.446033210332103
"481",19,1,0.790279627163782
"482",19,2,0.959658650116369
"483",19,3,0.993109388458226
"484",19,4,1
"485",19,5,1
"486",19,6,1
"487",19,7,1
"488",19,8,1
"489",19,9,1
"490",19,10,1
"491",19,11,1
"492",19,12,1
"493",19,13,1
"494",19,14,1
"495",19,15,1
"496",19,16,1
"497",19,17,1
"498",19,18,1
"499",19,19,1
"500",19,20,1
"501",19,21,1
"502",19,24,1
"503",20,-13,0
"504",20,-12,0
"505",20,-11,0
"506",20,-10,0
"507",20,-9,0
"508",20,-8,0
"509",20,-7,0.0355029585798817
"510",20,-6,0.032967032967033
"511",20,-5,0.0302613480055021
"512",20,-4,0.0653543307086614
"513",20,-3,0.0876826722338205
"514",20,-2,0.134653465346535
"515",20,-1,0.232176896683187
"516",20,0,0.431390977443609
"517",20,1,0.817715959004392
"518",20,2,0.959349593495935
"519",20,3,0.995366079703429
"520",20,4,1
"521",20,5,1
"522",20,6,1
"523",20,7,1
"524",20,8,1
"525",20,9,1
"526",20,10,1
"527",20,11,1
"528",20,12,1
"529",20,13,1
"530",20,14,1
"531",20,15,1
"532",20,16,1
"533",20,17,1
"534",20,18,1
"535",20,19,1
"536",20,20,1
"537",20,21,1
"538",20,22,1
"539",20,24,1
"540",21,-13,0
"541",21,-12,0
"542",21,-11,0
"543",21,-10,0
"544",21,-9,0.0256410256410256
"545",21,-8,0
"546",21,-7,0.0158730158730159
"547",21,-6,0.0277008310249307
"548",21,-5,0.0246238030095759
"549",21,-4,0.0570758405003909
"550",21,-3,0.0775234131113424
"551",21,-2,0.122656886715566
"552",21,-1,0.215603382013835
"553",21,0,0.419625246548323
"554",21,1,0.81072298943948
"555",21,2,0.968365553602812
"556",21,3,0.998260869565217
"557",21,4,0.997067448680352
"558",21,5,1
"559",21,6,1
"560",21,7,1
"561",21,8,1
"562",21,9,1
"563",21,10,1
"564",21,11,1
"565",21,12,1
"566",21,13,1
"567",21,14,1
"568",21,15,1
"569",21,16,1
"570",21,17,1
"571",21,18,1
"572",21,19,1
"573",21,20,1
"574",21,21,1
"575",21,22,1
"576",21,23,1
"577",22,-13,0
"578",22,-12,0
"579",22,-11,0
"580",22,-10,0
"581",22,-9,0
"582",22,-8,0
"583",22,-7,0.0158730158730159
"584",22,-6,0.0188172043010753
"585",22,-5,0.0299727520435967
"586",22,-4,0.0337682271680737
"587",22,-3,0.0744849445324881
"588",22,-2,0.114411882778001
"589",22,-1,0.200481154771451
"590",22,0,0.390682901005823
"591",22,1,0.819456617002629
"592",22,2,0.974267968056788
"593",22,3,0.995353159851301
"594",22,4,1
"595",22,5,1
"596",22,6,1
"597",22,7,1
"598",22,8,1
"599",22,9,1
"600",22,10,1
"601",22,11,1
"602",22,12,1
"603",22,13,1
"604",22,14,1
"605",22,15,1
"606",22,16,1
"607",22,17,1
"608",22,18,1
"609",22,19,1
"610",22,20,1
"611",22,21,1
"612",22,22,1
"613",22,23,1
"614",22,24,1
"615",22,25,1
"616",22,26,1
"617",23,-13,0
"618",23,-12,0
"619",23,-11,0
"620",23,-10,0
"621",23,-9,0
"622",23,-8,0.0126582278481013
"623",23,-7,0.0106382978723404
"624",23,-6,0.0106100795755968
"625",23,-5,0.0303830911492734
"626",23,-4,0.0411392405063291
"627",23,-3,0.057230454777721
"628",23,-2,0.102091020910209
"629",23,-1,0.184102141680395
"630",23,0,0.362472160356347
"631",23,1,0.835205992509363
"632",23,2,0.978325123152709
"633",23,3,0.999041227229147
"634",23,4,0.998995983935743
"635",23,5,1
"636",23,6,1
"637",23,7,1
"638",23,8,1
"639",23,9,1
"640",23,10,1
"641",23,11,1
"642",23,12,1
"643",23,13,1
"644",23,14,1
"645",23,15,1
"646",23,16,1
"647",23,17,1
"648",23,18,1
"649",23,19,1
"650",23,20,1
"651",23,21,1
"652",23,22,1
"653",23,23,1
"654",23,24,1
"655",23,25,1
"656",23,26,1
"657",23,34,1
"658",24,-13,0
"659",24,-12,0
"660",24,-11,0
"661",24,-10,0
"662",24,-9,0
"663",24,-8,0
"664",24,-7,0.0102564102564103
"665",24,-6,0.0128205128205128
"666",24,-5,0.0182529335071708
"667",24,-4,0.0329153605015674
"668",24,-3,0.0581039755351682
"669",24,-2,0.0934227063259321
"670",24,-1,0.164700926705981
"671",24,0,0.354561101549053
"672",24,1,0.837305699481865
"673",24,2,0.982161594963274
"674",24,3,0.998005982053839
"675",24,4,1
"676",24,5,1
"677",24,6,1
"678",24,7,1
"679",24,8,1
"680",24,9,1
"681",24,10,1
"682",24,11,1
"683",24,12,1
"684",24,13,1
"685",24,14,1
"686",24,15,1
"687",24,16,1
"688",24,17,1
"689",24,18,1
"690",24,19,1
"691",24,20,1
"692",24,21,1
"693",24,22,1
"694",24,23,1
"695",24,24,1
"696",24,25,1
"697",24,26,1
"698",24,27,1
"699",24,29,1
"700",25,-13,0
"701",25,-12,0
"702",25,-11,0
"703",25,-10,0
"704",25,-9,0
"705",25,-8,0
"706",25,-7,0.0199004975124378
"707",25,-6,0.0155038759689922
"708",25,-5,0.0184940554821664
"709",25,-4,0.0254237288135593
"710",25,-3,0.0506721820062048
"711",25,-2,0.0778568438677271
"712",25,-1,0.154887854422344
"713",25,0,0.350845410628019
"714",25,1,0.837235228539576
"715",25,2,0.978060046189376
"716",25,3,0.997762863534676
"717",25,4,1
"718",25,5,0.998873873873874
"719",25,6,1
"720",25,7,1
"721",25,8,1
"722",25,9,1
"723",25,10,1
"724",25,11,1
"725",25,12,1
"726",25,13,1
"727",25,14,1
"728",25,15,1
"729",25,16,1
"730",25,17,1
"731",25,18,1
"732",25,19,1
"733",25,20,1
"734",25,21,1
"735",25,22,1
"736",25,23,1
"737",25,24,1
"738",25,25,1
"739",25,27,1
"740",25,30,1
"741",25,32,1
"742",26,-13,0
"743",26,-12,0
"744",26,-11,0
"745",26,-10,0
"746",26,-9,0
"747",26,-8,0
"748",26,-7,0.00480769230769231
"749",26,-6,0.0151515151515152
"750",26,-5,0.0143790849673203
"751",26,-4,0.0224806201550388
"752",26,-3,0.0387196695921528
"753",26,-2,0.0782241014799154
"754",26,-1,0.143972246313964
"755",26,0,0.320200125078174
"756",26,1,0.841370558375635
"757",26,2,0.980997624703088
"758",26,3,0.998812351543943
"759",26,4,1
"760",26,5,1
"761",26,6,1
"762",26,7,1
"763",26,8,1
"764",26,9,1
"765",26,10,1
"766",26,11,1
"767",26,12,1
"768",26,13,1
"769",26,14,1
"770",26,15,1
"771",26,16,1
"772",26,17,1
"773",26,18,1
"774",26,19,1
"775",26,20,1
"776",26,21,1
"777",26,22,1
"778",26,23,1
"779",26,24,1
"780",26,25,1
"781",26,26,1
"782",26,27,1
"783",26,28,1
"784",26,29,1
"785",26,36,1
"786",27,-13,0
"787",27,-12,0
"788",27,-11,0
"789",27,-10,0
"790",27,-9,0
"791",27,-8,0
"792",27,-7,0.00943396226415094
"793",27,-6,0.0101010101010101
"794",27,-5,0.0119521912350598
"795",27,-4,0.0183066361556064
"796",27,-3,0.0393459376596832
"797",27,-2,0.0657395701643489
"798",27,-1,0.114208633093525
"799",27,0,0.324503311258278
"800",27,1,0.829396325459318
"801",27,2,0.990084985835694
"802",27,3,0.996407185628743
"803",27,4,1
"804",27,5,1
"805",27,6,1
"806",27,7,1
"807",27,8,1
"808",27,9,1
"809",27,10,1
"810",27,11,1
"811",27,12,1
"812",27,13,1
"813",27,14,1
"814",27,15,1
"815",27,16,1
"816",27,17,1
"817",27,18,1
"818",27,19,1
"819",27,20,1
"820",27,21,1
"821",27,22,1
"822",27,23,1
"823",27,24,1
"824",27,25,1
"825",27,26,1
"826",27,27,1
"827",27,28,1
"828",27,29,1
"829",27,30,1
"830",27,31,1
"831",27,32,1
"832",27,33,1
"833",27,34,1
"834",28,-13,0
"835",28,-12,0
"836",28,-11,0
"837",28,-10,0
"838",28,-9,0
"839",28,-8,0
"840",28,-7,0.00485436893203883
"841",28,-6,0.00753768844221105
"842",28,-5,0.00774193548387097
"843",28,-4,0.0143613000755858
"844",28,-3,0.03125
"845",28,-2,0.0581092801387684
"846",28,-1,0.116982836495032
"847",28,0,0.269985974754558
"848",28,1,0.846694796061885
"849",28,2,0.979411764705882
"850",28,3,0.997304582210243
"851",28,4,1
"852",28,5,1
"853",28,6,1
"854",28,7,1
"855",28,8,1
"856",28,9,1
"857",28,10,1
"858",28,11,1
"859",28,12,1
"860",28,13,1
"861",28,14,1
"862",28,15,1
"863",28,16,1
"864",28,17,1
"865",28,18,1
"866",28,19,1
"867",28,20,1
"868",28,21,1
"869",28,22,1
"870",28,23,1
"871",28,24,1
"872",28,25,1
"873",28,26,1
"874",28,27,1
"875",28,28,1
"876",28,29,1
"877",28,30,1
"878",28,31,1
"879",28,32,1
"880",28,33,1
"881",28,37,1
"882",29,-12,0
"883",29,-11,0
"884",29,-10,0
"885",29,-9,0
"886",29,-8,0
"887",29,-7,0.00934579439252336
"888",29,-6,0.0101781170483461
"889",29,-5,0.00253164556962025
"890",29,-4,0.0138355111452729
"891",29,-3,0.0250767656090072
"892",29,-2,0.057476231633535
"893",29,-1,0.101046882111971
"894",29,0,0.271223021582734
"895",29,1,0.842546063651591
"896",29,2,0.980263157894737
"897",29,3,0.998463901689708
"898",29,4,1
"899",29,5,1
"900",29,6,1
"901",29,7,1
"902",29,8,1
"903",29,9,1
"904",29,10,1
"905",29,11,1
"906",29,12,1
"907",29,13,1
"908",29,14,1
"909",29,15,1
"910",29,16,1
"911",29,17,1
"912",29,18,1
"913",29,19,1
"914",29,20,1
"915",29,21,1
"916",29,22,1
"917",29,23,1
"918",29,24,1
"919",29,25,1
"920",29,26,1
"921",29,27,1
"922",29,28,1
"923",29,29,1
"924",29,30,1
"925",29,31,1
"926",29,33,1
"927",29,34,1
"928",29,35,1
"929",29,36,1
"930",30,-13,0
"931",30,-12,0
"932",30,-11,0
"933",30,-10,0
"934",30,-9,0
"935",30,-8,0
"936",30,-7,0.00490196078431373
"937",30,-6,0.00495049504950495
"938",30,-5,0.0138713745271122
"939",30,-4,0.013986013986014
"940",30,-3,0.0249237029501526
"941",30,-2,0.0482135170038743
"942",30,-1,0.0938794293603313
"943",30,0,0.243684992570579
"944",30,1,0.857965451055662
"945",30,2,0.985964912280702
"946",30,3,1
"947",30,4,1
"948",30,5,1
"949",30,6,1
"950",30,7,1
"951",30,8,1
"952",30,9,1
"953",30,10,1
"954",30,11,1
"955",30,12,1
"956",30,13,1
"957",30,14,1
"958",30,15,1
"959",30,16,1
"960",30,17,1
"961",30,18,1
"962",30,19,1
"963",30,20,1
"964",30,21,1
"965",30,22,1
"966",30,23,1
"967",30,24,1
"968",30,25,1
"969",30,26,1
"970",30,27,1
"971",30,28,1
"972",30,29,1
"973",30,30,1
"974",30,31,1
"975",30,32,1
"976",30,33,1
"977",30,34,1
"978",30,35,1
"979",30,36,1
"980",30,37,1
"981",30,40,1
"982",30,41,1
"983",30,42,1
