"","tl","delta","prob_R0_above1"
"358",28,4,0.984886649874055
"359",28,5,0.994791666666667
"360",28,6,1
"361",28,7,1
"362",28,8,1
"363",28,9,1
"364",28,10,1
"365",28,11,1
"366",28,12,1
"367",28,13,1
"368",28,14,1
"369",28,15,1
"370",28,16,1
"371",28,19,1
"372",29,-4,0.266666666666667
"373",29,-3,0.364285714285714
"374",29,-2,0.375107296137339
"375",29,-1,0.413895486935867
"376",29,0,0.449722393584207
"377",29,1,0.80638809888427
"378",29,2,0.925642427556042
"379",29,3,0.979617834394904
"380",29,4,0.980629539951574
"381",29,5,1
"382",29,6,1
"383",29,7,1
"384",29,8,1
"385",29,9,1
"386",29,10,1
"387",29,11,1
"388",29,12,1
"389",29,13,1
"390",29,17,1
"391",29,18,1
"392",30,-4,0.4375
"393",30,-3,0.377777777777778
"394",30,-2,0.375213675213675
"395",30,-1,0.406860981168286
"396",30,0,0.449498296099962
"397",30,1,0.811905839746492
"398",30,2,0.934878587196468
"399",30,3,0.978181818181818
"400",30,4,0.995850622406639
"401",30,5,1
"402",30,6,1
"403",30,7,1
"404",30,8,1
"405",30,9,1
"406",30,10,1
"407",30,11,1
"408",30,12,1
"409",30,13,1
"410",30,14,1
"411",30,15,1
